date,store_id,product_id,orders_received
2023-01-03,S003,P009,48.0
2023-01-03,S003,P010,46.0
2023-01-03,S004,P001,34.0
2023-01-03,S004,P002,22.0
2023-01-03,S004,P003,18.0
2023-01-03,S004,P004,28.0
2023-01-03,S004,P005,
2023-01-03,S004,P006,39.0
2023-01-03,S004,P007,38.0
2023-01-03,S004,P008,61.0
2023-01-03,S004,P009,35.0
2023-01-03,S004,P010,26.0
2023-01-03,S005,P001,26.0
2023-01-03,S005,P002,28.0
2023-01-03,S005,P003,49.0
2023-01-03,S005,P004,49.0
2023-01-03,S005,P005,53.0
2023-01-03,S005,P006,20.0
2023-01-03,S005,P007,29.0
2023-01-03,S005,P008,11.0
2023-01-03,S005,P009,40.0
2023-01-03,S005,P010,54.0
2023-01-04,S001,P001,36.0
2023-01-04,S001,P002,47.0
2023-01-04,S001,P003,37.0
2023-01-04,S001,P004,
2023-01-04,S001,P005,65.0
2023-01-04,S001,P006,57.0
2023-01-04,S001,P007,33.0
2023-01-04,S001,P008,32.0
2023-01-04,S001,P009,24.0
2023-01-04,S001,P010,41.0
2023-01-04,S002,P001,32.0
2023-01-04,S002,P002,24.0
2023-01-04,S002,P003,67.0
2023-01-04,S002,P004,23.0
2023-01-04,S002,P005,59.0
2023-01-04,S002,P006,39.0
2023-01-04,S002,P007,19.0
2023-01-04,S002,P008,35.0
2023-01-04,S002,P009,38.0
2023-01-04,S002,P010,54.0
2023-01-04,S003,P001,20.0
2023-01-04,S003,P002,34.0
2023-01-04,S003,P003,65.0
2023-01-04,S003,P004,43.0
2023-01-04,S003,P005,50.0
2023-01-04,S003,P006,36.0
2023-01-04,S003,P007,48.0
2023-01-04,S003,P008,30.0
2023-01-04,S003,P009,20.0
2023-01-04,S003,P010,62.0
2023-01-04,S004,P001,4.0
2023-01-04,S004,P002,49.0
2023-01-04,S004,P003,54.0
2023-01-04,S004,P004,30.0
2023-01-04,S004,P005,26.0
2023-01-04,S004,P006,25.0
2023-01-04,S004,P007,49.0
2023-01-04,S004,P008,51.0
2023-01-04,S004,P009,57.0
2023-01-04,S004,P010,46.0
2023-01-04,S005,P001,41.0
2023-01-04,S005,P002,51.0
2023-01-04,S005,P003,23.0
2023-01-04,S005,P004,63.0
2023-01-04,S005,P005,24.0
2023-01-04,S005,P006,28.0
2023-01-04,S005,P007,57.0
2023-01-04,S005,P008,27.0
2023-01-04,S005,P009,50.0
2023-01-04,S005,P010,57.0
2023-01-05,S001,P001,36.0
2023-01-05,S001,P002,39.0
2023-01-05,S001,P003,44.0
2023-01-05,S001,P004,22.0
2023-01-05,S001,P005,35.0
2023-01-05,S001,P006,
2023-01-05,S001,P007,58.0
2023-01-05,S001,P008,45.0
2023-01-05,S001,P009,64.0
2023-01-05,S001,P010,63.0
2023-01-05,S002,P001,35.0
2023-01-05,S002,P002,34.0
2023-01-05,S002,P003,51.0
2023-01-05,S002,P004,
2023-01-05,S002,P005,51.0
2023-01-05,S002,P006,31.0
2023-01-05,S002,P007,43.0
2023-01-05,S002,P008,28.0
2023-01-05,S002,P009,32.0
2023-01-05,S002,P010,47.0
2023-01-05,S003,P001,20.0
2023-01-05,S003,P002,59.0
2023-01-05,S003,P003,32.0
2023-01-05,S003,P004,56.0
2023-01-05,S003,P005,26.0
2023-01-05,S003,P006,14.0
2023-01-05,S003,P007,43.0
2023-01-05,S003,P008,
2023-01-05,S003,P009,53.0
2023-01-05,S003,P010,54.0
2023-01-05,S004,P001,23.0
2023-01-05,S004,P002,27.0
2023-01-05,S004,P003,46.0
2023-01-05,S004,P004,46.0
2023-01-05,S004,P005,25.0
2023-01-05,S004,P006,18.0
2023-01-05,S004,P007,26.0
2023-01-05,S004,P008,49.0
2023-01-05,S004,P009,25.0
2023-01-05,S004,P010,46.0
2023-01-05,S005,P001,24.0
2023-01-05,S005,P002,39.0
2023-01-05,S005,P003,21.0
2023-01-05,S005,P004,37.0
2023-01-05,S005,P005,65.0
2023-01-05,S005,P006,39.0
2023-01-05,S005,P007,43.0
2023-01-05,S005,P008,68.0
2023-01-05,S005,P009,66.0
2023-01-05,S005,P010,43.0
2023-01-06,S001,P001,43.0
2023-01-06,S001,P002,25.0
2023-01-06,S001,P003,63.0
2023-01-06,S001,P004,27.0
2023-01-06,S001,P005,72.0
2023-01-06,S001,P006,21.0
2023-01-06,S001,P007,34.0
2023-01-06,S001,P008,54.0
2023-01-06,S001,P009,17.0
2023-01-06,S001,P010,42.0
2023-01-06,S002,P001,39.0
2023-01-06,S002,P002,28.0
2023-01-06,S002,P003,26.0
2023-01-06,S002,P004,28.0
2023-01-06,S002,P005,46.0
2023-01-06,S002,P006,40.0
2023-01-06,S002,P007,53.0
2023-01-06,S002,P008,43.0
2023-01-06,S002,P009,18.0
2023-01-06,S002,P010,69.0
2023-01-06,S003,P001,29.0
2023-01-06,S003,P002,12.0
2023-01-06,S003,P003,
2023-01-06,S003,P004,39.0
2023-01-06,S003,P005,63.0
2023-01-06,S003,P006,33.0
2023-01-06,S003,P007,34.0
2023-01-06,S003,P008,50.0
2023-01-06,S003,P009,60.0
2023-01-06,S003,P010,41.0
2023-01-06,S004,P001,14.0
2023-01-06,S004,P002,39.0
2023-01-06,S004,P003,56.0
2023-01-06,S004,P004,44.0
2023-01-06,S004,P005,16.0
2023-01-06,S004,P006,14.0
2023-01-06,S004,P007,30.0
2023-01-06,S004,P008,16.0
2023-01-06,S004,P009,67.0
2023-01-06,S004,P010,47.0
2023-01-06,S005,P001,11.0
2023-01-06,S005,P002,42.0
2023-01-06,S005,P003,30.0
2023-01-06,S005,P004,30.0
2023-01-06,S005,P005,57.0
2023-01-06,S005,P006,35.0
2023-01-06,S005,P007,47.0
2023-01-06,S005,P008,33.0
2023-01-06,S005,P009,38.0
2023-01-06,S005,P010,58.0
2023-01-07,S001,P001,47.0
2023-01-07,S001,P002,42.0
2023-01-07,S001,P003,83.0
2023-01-07,S001,P004,49.0
2023-01-07,S001,P005,29.0
2023-01-07,S001,P006,26.0
2023-01-07,S001,P007,61.0
2023-01-07,S001,P008,68.0
2023-01-07,S001,P009,61.0
2023-01-07,S001,P010,75.0
2023-01-07,S002,P001,33.0
2023-01-07,S002,P002,46.0
2023-01-07,S002,P003,26.0
2023-01-07,S002,P004,20.0
2023-01-07,S002,P005,41.0
2023-01-07,S002,P006,60.0
2023-01-07,S002,P007,57.0
2023-01-07,S002,P008,37.0
2023-01-07,S002,P009,24.0
2023-01-07,S002,P010,39.0
2023-01-07,S003,P001,49.0
2023-01-07,S003,P002,44.0
2023-01-07,S003,P003,42.0
2023-01-07,S003,P004,50.0
2023-01-07,S003,P005,66.0
2023-01-07,S003,P006,47.0
2023-01-07,S003,P007,44.0
2023-01-07,S003,P008,72.0
2023-01-07,S003,P009,44.0
2023-01-07,S003,P010,29.0
2023-01-07,S004,P001,30.0
2023-01-07,S004,P002,68.0
2023-01-07,S004,P003,77.0
2023-01-07,S004,P004,38.0
2023-01-07,S004,P005,63.0
2023-01-07,S004,P006,57.0
2023-01-07,S004,P007,31.0
2023-01-07,S004,P008,44.0
2023-01-07,S004,P009,34.0
2023-01-07,S004,P010,42.0
2023-01-07,S005,P001,25.0
2023-01-07,S005,P002,29.0
2023-01-07,S005,P003,28.0
2023-01-07,S005,P004,58.0
2023-01-07,S005,P005,76.0
2023-01-07,S005,P006,27.0
2023-01-07,S005,P007,56.0
2023-01-07,S005,P008,69.0
2023-01-07,S005,P009,30.0
2023-01-07,S005,P010,65.0
2023-01-08,S001,P001,26.0
2023-01-08,S001,P002,71.0
2023-01-08,S001,P003,66.0
2023-01-08,S001,P004,71.0
2023-01-08,S001,P005,37.0
2023-01-08,S001,P006,43.0
2023-01-08,S001,P007,24.0
2023-01-08,S001,P008,34.0
2023-01-08,S001,P009,24.0
2023-01-08,S001,P010,59.0
2023-01-08,S002,P001,55.0
2023-01-08,S002,P002,30.0
2023-01-08,S002,P003,33.0
2023-01-08,S002,P004,23.0
2023-01-08,S002,P005,28.0
2023-01-08,S002,P006,19.0
2023-01-08,S002,P007,62.0
2023-01-08,S002,P008,60.0
2023-01-08,S002,P009,59.0
2023-01-08,S002,P010,32.0
2023-01-08,S003,P001,
2023-01-08,S003,P002,71.0
2023-01-08,S003,P003,38.0
2023-01-08,S003,P004,30.0
2023-01-08,S003,P005,29.0
2023-01-08,S003,P006,43.0
2023-01-08,S003,P007,27.0
2023-01-08,S003,P008,50.0
2023-01-08,S003,P009,48.0
2023-01-08,S003,P010,62.0
2023-01-08,S004,P001,19.0
2023-01-08,S004,P002,21.0
2023-01-08,S004,P003,55.0
2023-01-08,S004,P004,55.0
2023-01-08,S004,P005,29.0
2023-01-08,S004,P006,62.0
2023-01-08,S004,P007,40.0
2023-01-08,S004,P008,40.0
2023-01-08,S004,P009,81.0
2023-01-08,S004,P010,45.0
2023-01-08,S005,P001,56.0
2023-01-08,S005,P002,27.0
2023-01-08,S005,P003,60.0
2023-01-08,S005,P004,58.0
2023-01-08,S005,P005,52.0
2023-01-08,S005,P006,41.0
2023-01-08,S005,P007,30.0
2023-01-08,S005,P008,37.0
2023-01-08,S005,P009,73.0
2023-01-08,S005,P010,73.0
2023-01-09,S001,P001,15.0
2023-01-09,S001,P002,21.0
2023-01-09,S001,P003,50.0
2023-01-09,S001,P004,36.0
2023-01-09,S001,P005,46.0
2023-01-09,S001,P006,33.0
2023-01-09,S001,P007,31.0
2023-01-09,S001,P008,40.0
2023-01-09,S001,P009,44.0
2023-01-09,S001,P010,64.0
2023-01-09,S002,P001,22.0
2023-01-09,S002,P002,32.0
2023-01-09,S002,P003,59.0
2023-01-09,S002,P004,16.0
2023-01-09,S002,P005,42.0
2023-01-09,S002,P006,7.0
2023-01-09,S002,P007,39.0
2023-01-09,S002,P008,49.0
2023-01-09,S002,P009,32.0
2023-01-09,S002,P010,17.0
2023-01-09,S003,P001,
2023-01-09,S003,P002,25.0
2023-01-09,S003,P003,56.0
2023-01-09,S003,P004,28.0
2023-01-09,S003,P005,29.0
2023-01-09,S003,P006,32.0
2023-01-09,S003,P007,27.0
2023-01-09,S003,P008,43.0
2023-01-09,S003,P009,58.0
2023-01-09,S003,P010,41.0
2023-01-09,S004,P001,41.0
2023-01-09,S004,P002,55.0
2023-01-09,S004,P003,61.0
2023-01-09,S004,P004,46.0
2023-01-09,S004,P005,18.0
2023-01-09,S004,P006,48.0
2023-01-09,S004,P007,45.0
2023-01-09,S004,P008,58.0
2023-01-09,S004,P009,27.0
2023-01-09,S004,P010,22.0
2023-01-09,S005,P001,19.0
2023-01-09,S005,P002,55.0
2023-01-09,S005,P003,58.0
2023-01-09,S005,P004,49.0
2023-01-09,S005,P005,16.0
2023-01-09,S005,P006,31.0
2023-01-09,S005,P007,33.0
2023-01-09,S005,P008,21.0
2023-01-09,S005,P009,42.0
2023-01-09,S005,P010,24.0
2023-01-10,S001,P001,21.0
2023-01-10,S001,P002,18.0
2023-01-10,S001,P003,11.0
2023-01-10,S001,P004,47.0
2023-01-10,S001,P005,59.0
2023-01-10,S001,P006,35.0
2023-01-10,S001,P007,26.0
2023-01-10,S001,P008,35.0
2023-01-10,S001,P009,38.0
2023-01-10,S001,P010,59.0
2023-01-10,S002,P001,51.0
2023-01-10,S002,P002,57.0
2023-01-10,S002,P003,63.0
2023-01-10,S002,P004,18.0
2023-01-10,S002,P005,13.0
2023-01-10,S002,P006,12.0
2023-01-10,S002,P007,38.0
2023-01-10,S002,P008,40.0
2023-01-10,S002,P009,69.0
2023-01-10,S002,P010,6.0
2023-01-10,S003,P001,25.0
2023-01-10,S003,P002,11.0
2023-01-10,S003,P003,62.0
2023-01-10,S003,P004,46.0
2023-01-10,S003,P005,50.0
2023-01-10,S003,P006,34.0
2023-01-10,S003,P007,35.0
2023-01-10,S003,P008,52.0
2023-01-10,S003,P009,48.0
2023-01-10,S003,P010,53.0
2023-01-10,S004,P001,41.0
2023-01-10,S004,P002,32.0
2023-01-10,S004,P003,35.0
2023-01-10,S004,P004,33.0
2023-01-10,S004,P005,17.0
2023-01-10,S004,P006,21.0
2023-01-10,S004,P007,40.0
2023-01-10,S004,P008,64.0
2023-01-10,S004,P009,22.0
2023-01-10,S004,P010,44.0
2023-01-10,S005,P001,8.0
2023-01-10,S005,P002,46.0
2023-01-10,S005,P003,58.0
2023-01-10,S005,P004,25.0
2023-01-10,S005,P005,44.0
2023-01-10,S005,P006,30.0
2023-01-10,S005,P007,36.0
2023-01-10,S005,P008,8.0
2023-01-10,S005,P009,43.0
2023-01-10,S005,P010,30.0
2023-01-11,S001,P001,38.0
2023-01-11,S001,P002,40.0
2023-01-11,S001,P003,63.0
2023-01-11,S001,P004,47.0
2023-01-11,S001,P005,24.0
2023-01-11,S001,P006,43.0
2023-01-11,S001,P007,
2023-01-11,S001,P008,44.0
2023-01-11,S001,P009,44.0
2023-01-11,S001,P010,57.0
2023-01-11,S002,P001,34.0
2023-01-11,S002,P002,31.0
2023-01-11,S002,P003,15.0
2023-01-11,S002,P004,55.0
2023-01-11,S002,P005,74.0
2023-01-11,S002,P006,20.0
2023-01-11,S002,P007,38.0
2023-01-11,S002,P008,49.0
2023-01-11,S002,P009,19.0
2023-01-11,S002,P010,52.0
2023-01-11,S003,P001,36.0
2023-01-11,S003,P002,30.0
2023-01-11,S003,P003,19.0
2023-01-11,S003,P004,47.0
2023-01-11,S003,P005,65.0
2023-01-11,S003,P006,23.0
2023-01-11,S003,P007,54.0
2023-01-11,S003,P008,20.0
2023-01-11,S003,P009,63.0
2023-01-11,S003,P010,42.0
2023-01-11,S004,P001,34.0
2023-01-11,S004,P002,36.0
2023-01-11,S004,P003,20.0
2023-01-11,S004,P004,23.0
2023-01-11,S004,P005,47.0
2023-01-11,S004,P006,46.0
2023-01-11,S004,P007,33.0
2023-01-11,S004,P008,15.0
2023-01-11,S004,P009,58.0
2023-01-11,S004,P010,44.0
2023-01-11,S005,P001,25.0
2023-01-11,S005,P002,49.0
2023-01-11,S005,P003,62.0
2023-01-11,S005,P004,55.0
2023-01-11,S005,P005,30.0
2023-01-11,S005,P006,16.0
2023-01-11,S005,P007,37.0
2023-01-11,S005,P008,63.0
2023-01-11,S005,P009,25.0
2023-01-11,S005,P010,38.0
2023-01-12,S001,P001,20.0
2023-01-12,S001,P002,30.0
2023-01-12,S001,P003,40.0
2023-01-12,S001,P004,27.0
2023-01-12,S001,P005,21.0
2023-01-12,S001,P006,45.0
2023-01-12,S001,P007,24.0
2023-01-12,S001,P008,45.0
2023-01-12,S001,P009,47.0
2023-01-12,S001,P010,26.0
2023-01-12,S002,P001,12.0
2023-01-12,S002,P002,57.0
2023-01-12,S002,P003,52.0
2023-01-12,S002,P004,44.0
2023-01-12,S002,P005,34.0
2023-01-12,S002,P006,21.0
2023-01-12,S002,P007,59.0
2023-01-12,S002,P008,36.0
2023-01-12,S002,P009,29.0
2023-01-12,S002,P010,50.0
2023-01-12,S003,P001,38.0
2023-01-12,S003,P002,41.0
2023-01-12,S003,P003,46.0
2023-01-12,S003,P004,34.0
2023-01-12,S003,P005,70.0
2023-01-12,S003,P006,34.0
2023-01-12,S003,P007,42.0
2023-01-12,S003,P008,45.0
2023-01-12,S003,P009,26.0
2023-01-12,S003,P010,21.0
2023-01-12,S004,P001,31.0
2023-01-12,S004,P002,11.0
2023-01-12,S004,P003,19.0
2023-01-12,S004,P004,28.0
2023-01-12,S004,P005,23.0
2023-01-12,S004,P006,37.0
2023-01-12,S004,P007,41.0
2023-01-12,S004,P008,31.0
2023-01-12,S004,P009,21.0
2023-01-12,S004,P010,60.0
2023-01-12,S005,P001,34.0
2023-01-12,S005,P002,37.0
2023-01-12,S005,P003,57.0
2023-01-12,S005,P004,14.0
2023-01-12,S005,P005,57.0
2023-01-12,S005,P006,38.0
2023-01-12,S005,P007,36.0
2023-01-12,S005,P008,25.0
2023-01-12,S005,P009,33.0
2023-01-12,S005,P010,30.0
2023-01-13,S001,P001,33.0
2023-01-13,S001,P002,50.0
2023-01-13,S001,P003,34.0
2023-01-13,S001,P004,42.0
2023-01-13,S001,P005,24.0
2023-01-13,S001,P006,25.0
2023-01-13,S001,P007,12.0
2023-01-13,S001,P008,68.0
2023-01-13,S001,P009,27.0
2023-01-13,S001,P010,41.0
2023-01-13,S002,P001,47.0
2023-01-13,S002,P002,54.0
2023-01-13,S002,P003,70.0
2023-01-13,S002,P004,51.0
2023-01-13,S002,P005,38.0
2023-01-13,S002,P006,28.0
2023-01-13,S002,P007,24.0
2023-01-13,S002,P008,65.0
2023-01-13,S002,P009,60.0
2023-01-13,S002,P010,46.0
2023-01-13,S003,P001,21.0
2023-01-13,S003,P002,19.0
2023-01-13,S003,P003,49.0
2023-01-13,S003,P004,42.0
2023-01-13,S003,P005,34.0
2023-01-13,S003,P006,21.0
2023-01-13,S003,P007,46.0
2023-01-13,S003,P008,26.0
2023-01-13,S003,P009,49.0
2023-01-13,S003,P010,37.0
2023-01-13,S004,P001,28.0
2023-01-13,S004,P002,27.0
2023-01-13,S004,P003,38.0
2023-01-13,S004,P004,40.0
2023-01-13,S004,P005,40.0
2023-01-13,S004,P006,29.0
2023-01-13,S004,P007,29.0
2023-01-13,S004,P008,57.0
2023-01-13,S004,P009,23.0
2023-01-13,S004,P010,27.0
2023-01-13,S005,P001,12.0
2023-01-13,S005,P002,36.0
2023-01-13,S005,P003,57.0
2023-01-13,S005,P004,26.0
2023-01-13,S005,P005,
2023-01-13,S005,P006,15.0
2023-01-13,S005,P007,57.0
2023-01-13,S005,P008,42.0
2023-01-13,S005,P009,26.0
2023-01-13,S005,P010,44.0
2023-01-14,S001,P001,40.0
2023-01-14,S001,P002,55.0
2023-01-14,S001,P003,30.0
2023-01-14,S001,P004,20.0
2023-01-14,S001,P005,38.0
2023-01-14,S001,P006,43.0
2023-01-14,S001,P007,59.0
2023-01-14,S001,P008,74.0
2023-01-14,S001,P009,83.0
2023-01-14,S001,P010,58.0
2023-01-14,S002,P001,44.0
2023-01-14,S002,P002,36.0
2023-01-14,S002,P003,65.0
2023-01-14,S002,P004,64.0
2023-01-14,S002,P005,45.0
2023-01-14,S002,P006,27.0
2023-01-14,S002,P007,42.0
2023-01-14,S002,P008,25.0
2023-01-14,S002,P009,48.0
2023-01-14,S002,P010,68.0
2023-01-14,S003,P001,20.0
2023-01-14,S003,P002,31.0
2023-01-14,S003,P003,64.0
2023-01-14,S003,P004,59.0
2023-01-14,S003,P005,78.0
2023-01-14,S003,P006,49.0
2023-01-14,S003,P007,55.0
2023-01-14,S003,P008,41.0
2023-01-14,S003,P009,33.0
2023-01-14,S003,P010,37.0
2023-01-14,S004,P001,47.0
2023-01-14,S004,P002,40.0
2023-01-14,S004,P003,74.0
2023-01-14,S004,P004,35.0
2023-01-14,S004,P005,43.0
2023-01-14,S004,P006,29.0
2023-01-14,S004,P007,44.0
2023-01-14,S004,P008,79.0
2023-01-14,S004,P009,47.0
2023-01-14,S004,P010,32.0
2023-01-14,S005,P001,31.0
2023-01-14,S005,P002,49.0
2023-01-14,S005,P003,49.0
2023-01-14,S005,P004,56.0
2023-01-14,S005,P005,67.0
2023-01-14,S005,P006,23.0
2023-01-14,S005,P007,33.0
2023-01-14,S005,P008,28.0
2023-01-14,S005,P009,31.0
2023-01-14,S005,P010,69.0
2023-01-15,S001,P001,69.0
2023-01-15,S001,P002,29.0
2023-01-15,S001,P003,29.0
2023-01-15,S001,P004,24.0
2023-01-15,S001,P005,58.0
2023-01-15,S001,P006,21.0
2023-01-15,S001,P007,
2023-01-15,S001,P008,49.0
2023-01-15,S001,P009,56.0
2023-01-15,S001,P010,70.0
2023-01-15,S002,P001,44.0
2023-01-15,S002,P002,64.0
2023-01-15,S002,P003,76.0
2023-01-15,S002,P004,68.0
2023-01-15,S002,P005,21.0
2023-01-15,S002,P006,32.0
2023-01-15,S002,P007,69.0
2023-01-15,S002,P008,49.0
2023-01-15,S002,P009,74.0
2023-01-15,S002,P010,30.0
2023-01-15,S003,P001,27.0
2023-01-15,S003,P002,73.0
2023-01-15,S003,P003,58.0
2023-01-15,S003,P004,52.0
2023-01-15,S003,P005,46.0
2023-01-15,S003,P006,49.0
2023-01-15,S003,P007,74.0
2023-01-15,S003,P008,40.0
2023-01-15,S003,P009,54.0
2023-01-15,S003,P010,63.0
2023-01-15,S004,P001,33.0
2023-01-15,S004,P002,25.0
2023-01-15,S004,P003,22.0
2023-01-15,S004,P004,62.0
2023-01-15,S004,P005,62.0
2023-01-15,S004,P006,47.0
2023-01-15,S004,P007,
2023-01-15,S004,P008,22.0
2023-01-15,S004,P009,56.0
2023-01-15,S004,P010,70.0
2023-01-15,S005,P001,39.0
2023-01-15,S005,P002,11.0
2023-01-15,S005,P003,50.0
2023-01-15,S005,P004,49.0
2023-01-15,S005,P005,68.0
2023-01-15,S005,P006,53.0
2023-01-15,S005,P007,25.0
2023-01-15,S005,P008,21.0
2023-01-15,S005,P009,48.0
2023-01-15,S005,P010,21.0
2023-01-16,S001,P001,30.0
2023-01-16,S001,P002,35.0
2023-01-16,S001,P003,47.0
2023-01-16,S001,P004,43.0
2023-01-16,S001,P005,52.0
2023-01-16,S001,P006,48.0
2023-01-16,S001,P007,31.0
2023-01-16,S001,P008,42.0
2023-01-16,S001,P009,49.0
2023-01-16,S001,P010,47.0
2023-01-16,S002,P001,51.0
2023-01-16,S002,P002,31.0
2023-01-16,S002,P003,67.0
2023-01-16,S002,P004,41.0
2023-01-16,S002,P005,39.0
2023-01-16,S002,P006,31.0
2023-01-16,S002,P007,41.0
2023-01-16,S002,P008,65.0
2023-01-16,S002,P009,51.0
2023-01-16,S002,P010,43.0
2023-01-16,S003,P001,48.0
2023-01-16,S003,P002,32.0
2023-01-16,S003,P003,44.0
2023-01-16,S003,P004,43.0
2023-01-16,S003,P005,15.0
2023-01-16,S003,P006,31.0
2023-01-16,S003,P007,32.0
2023-01-16,S003,P008,30.0
2023-01-16,S003,P009,37.0
2023-01-16,S003,P010,43.0
2023-01-16,S004,P001,15.0
2023-01-16,S004,P002,44.0
2023-01-16,S004,P003,49.0
2023-01-16,S004,P004,39.0
2023-01-16,S004,P005,16.0
2023-01-16,S004,P006,41.0
2023-01-16,S004,P007,24.0
2023-01-16,S004,P008,55.0
2023-01-16,S004,P009,22.0
2023-01-16,S004,P010,56.0
2023-01-16,S005,P001,19.0
2023-01-16,S005,P002,28.0
2023-01-16,S005,P003,
2023-01-16,S005,P004,30.0
2023-01-16,S005,P005,16.0
2023-01-16,S005,P006,21.0
2023-01-16,S005,P007,22.0
2023-01-16,S005,P008,13.0
2023-01-16,S005,P009,22.0
2023-01-16,S005,P010,42.0
2023-01-17,S001,P001,28.0
2023-01-17,S001,P002,37.0
2023-01-17,S001,P003,46.0
2023-01-17,S001,P004,48.0
2023-01-17,S001,P005,22.0
2023-01-17,S001,P006,24.0
2023-01-17,S001,P007,28.0
2023-01-17,S001,P008,25.0
2023-01-17,S001,P009,30.0
2023-01-17,S001,P010,36.0
2023-01-17,S002,P001,32.0
2023-01-17,S002,P002,50.0
2023-01-17,S002,P003,36.0
2023-01-17,S002,P004,66.0
2023-01-17,S002,P005,48.0
2023-01-17,S002,P006,19.0
2023-01-17,S002,P007,45.0
2023-01-17,S002,P008,16.0
2023-01-17,S002,P009,63.0
2023-01-17,S002,P010,39.0
2023-01-17,S003,P001,51.0
2023-01-17,S003,P002,47.0
2023-01-17,S003,P003,40.0
2023-01-17,S003,P004,33.0
